true_label,predicted_label
anticipating,excited
devastated,lonely
trusting,trusting
proud,proud
prepared,prepared
sad,furious
prepared,impressed
terrified,terrified
sentimental,prepared
surprised,lonely
proud,proud
sad,caring
excited,excited
lonely,lonely
grateful,lonely
devastated,sad
disappointed,disappointed
sad,sad
apprehensive,anxious
annoyed,annoyed
embarrassed,embarrassed
jealous,impressed
sad,sad
trusting,trusting
sad,devastated
hopeful,grateful
content,content
confident,prepared
angry,disappointed
disgusted,embarrassed
angry,angry
anxious,nostalgic
terrified,disappointed
terrified,trusting
ashamed,guilty
guilty,guilty
jealous,jealous
surprised,surprised
hopeful,excited
trusting,grateful
lonely,excited
guilty,confident
surprised,surprised
furious,proud
guilty,terrified
jealous,confident
sentimental,devastated
annoyed,angry
disgusted,embarrassed
disgusted,disappointed
embarrassed,surprised
excited,jealous
ashamed,guilty
confident,surprised
content,surprised
excited,hopeful
furious,annoyed
joyful,caring
content,content
ashamed,hopeful
angry,guilty
devastated,lonely
sad,guilty
anticipating,excited
proud,content
hopeful,hopeful
sentimental,nostalgic
surprised,ashamed
annoyed,impressed
faithful,excited
anticipating,caring
joyful,excited
caring,proud
joyful,excited
anxious,anxious
angry,annoyed
anxious,guilty
trusting,trusting
confident,proud
impressed,impressed
grateful,grateful
nostalgic,joyful
lonely,lonely
joyful,impressed
sad,guilty
afraid,terrified
hopeful,content
disappointed,disappointed
trusting,trusting
confident,excited
afraid,terrified
content,proud
lonely,lonely
prepared,anticipating
embarrassed,embarrassed
prepared,prepared
trusting,confident
afraid,prepared
afraid,terrified
joyful,trusting
excited,excited
furious,disgusted
ashamed,guilty
disgusted,joyful
ashamed,guilty
impressed,proud
terrified,terrified
furious,angry
sentimental,annoyed
prepared,afraid
angry,lonely
trusting,trusting
disgusted,jealous
guilty,ashamed
caring,proud
caring,surprised
excited,surprised
content,grateful
disappointed,sad
proud,disappointed
ashamed,guilty
devastated,disappointed
anticipating,content
prepared,annoyed
sentimental,nostalgic
confident,prepared
sentimental,sentimental
nostalgic,nostalgic
angry,furious
lonely,jealous
disappointed,disgusted
guilty,guilty
surprised,impressed
proud,embarrassed
anticipating,proud
nostalgic,impressed
embarrassed,embarrassed
anxious,anxious
prepared,joyful
disappointed,proud
afraid,terrified
surprised,disappointed
disgusted,embarrassed
afraid,anxious
hopeful,anxious
jealous,angry
devastated,sad
confident,disappointed
hopeful,hopeful
lonely,disappointed
disgusted,embarrassed
sad,surprised
lonely,faithful
lonely,lonely
guilty,anxious
anxious,sentimental
prepared,prepared
grateful,proud
content,surprised
devastated,embarrassed
content,sentimental
proud,faithful
excited,excited
angry,devastated
angry,afraid
terrified,devastated
sad,lonely
content,joyful
furious,nostalgic
trusting,trusting
jealous,jealous
sentimental,sentimental
angry,angry
hopeful,anticipating
grateful,content
angry,nostalgic
caring,caring
ashamed,ashamed
angry,embarrassed
lonely,sad
confident,confident
grateful,grateful
anxious,anxious
proud,proud
guilty,afraid
nostalgic,nostalgic
proud,sad
excited,anticipating
afraid,surprised
sad,sad
excited,surprised
trusting,confident
lonely,nostalgic
joyful,nostalgic
embarrassed,impressed
disgusted,guilty
surprised,surprised
prepared,prepared
confident,confident
sad,disappointed
ashamed,guilty
content,confident
disgusted,terrified
anxious,prepared
anticipating,anticipating
anxious,anxious
angry,sad
terrified,terrified
anticipating,anticipating
afraid,terrified
surprised,impressed
annoyed,confident
anxious,devastated
anticipating,surprised
confident,prepared
prepared,impressed
angry,angry
faithful,faithful
disgusted,trusting
terrified,impressed
anticipating,excited
anxious,hopeful
annoyed,annoyed
excited,excited
annoyed,disgusted
faithful,joyful
hopeful,joyful
angry,disappointed
proud,confident
confident,proud
annoyed,annoyed
content,content
hopeful,hopeful
terrified,guilty
excited,anxious
hopeful,surprised
lonely,lonely
surprised,surprised
surprised,lonely
terrified,disgusted
surprised,surprised
nostalgic,sad
prepared,prepared
sentimental,impressed
hopeful,confident
grateful,grateful
surprised,jealous
furious,jealous
trusting,trusting
caring,guilty
confident,prepared
nostalgic,nostalgic
furious,embarrassed
jealous,surprised
faithful,disgusted
devastated,sad
confident,proud
content,sad
surprised,excited
anxious,confident
ashamed,confident
content,content
excited,joyful
disappointed,embarrassed
devastated,angry
content,sad
annoyed,apprehensive
anxious,anxious
devastated,sad
angry,annoyed
anticipating,excited
anticipating,content
anxious,apprehensive
surprised,trusting
trusting,confident
impressed,proud
anticipating,excited
joyful,joyful
content,hopeful
angry,disgusted
impressed,impressed
guilty,guilty
sad,jealous
guilty,guilty
sad,guilty
grateful,surprised
annoyed,surprised
embarrassed,ashamed
terrified,grateful
devastated,faithful
sentimental,sentimental
annoyed,guilty
afraid,disappointed
lonely,lonely
nostalgic,nostalgic
apprehensive,apprehensive
excited,hopeful
content,content
content,guilty
impressed,content
guilty,guilty
sentimental,nostalgic
content,content
caring,devastated
lonely,devastated
annoyed,annoyed
caring,caring
hopeful,anticipating
trusting,sentimental
nostalgic,nostalgic
excited,apprehensive
faithful,trusting
faithful,faithful
surprised,surprised
surprised,anticipating
caring,caring
hopeful,embarrassed
anxious,surprised
afraid,anxious
proud,proud
anxious,anxious
sad,disappointed
disappointed,hopeful
devastated,devastated
terrified,terrified
impressed,impressed
afraid,surprised
impressed,impressed
trusting,trusting
afraid,terrified
devastated,annoyed
excited,nostalgic
excited,excited
apprehensive,apprehensive
joyful,guilty
prepared,excited
disappointed,disappointed
caring,grateful
terrified,anxious
hopeful,hopeful
surprised,surprised
angry,furious
afraid,terrified
faithful,faithful
apprehensive,caring
ashamed,jealous
guilty,prepared
lonely,devastated
joyful,anticipating
disappointed,sad
nostalgic,nostalgic
confident,proud
joyful,lonely
sentimental,caring
grateful,surprised
terrified,terrified
disgusted,disgusted
anxious,disappointed
joyful,anticipating
nostalgic,anxious
anxious,proud
anxious,sad
anticipating,anticipating
surprised,joyful
excited,excited
lonely,disappointed
angry,angry
disappointed,disappointed
jealous,jealous
caring,nostalgic
nostalgic,nostalgic
hopeful,anticipating
guilty,guilty
terrified,embarrassed
surprised,angry
lonely,lonely
guilty,sad
joyful,joyful
furious,excited
afraid,angry
disgusted,terrified
afraid,hopeful
impressed,impressed
devastated,caring
nostalgic,nostalgic
furious,devastated
sad,grateful
disgusted,disgusted
content,content
sad,trusting
disappointed,devastated
afraid,disgusted
prepared,hopeful
joyful,lonely
confident,confident
impressed,disappointed
hopeful,confident
devastated,surprised
annoyed,angry
terrified,terrified
jealous,terrified
anxious,confident
afraid,apprehensive
joyful,anticipating
ashamed,embarrassed
embarrassed,angry
angry,furious
devastated,trusting
sad,sad
terrified,terrified
disappointed,proud
confident,grateful
embarrassed,ashamed
excited,impressed
disappointed,angry
grateful,surprised
disgusted,disgusted
disappointed,ashamed
disgusted,disgusted
grateful,confident
guilty,ashamed
angry,annoyed
excited,content
surprised,grateful
trusting,trusting
joyful,nostalgic
disappointed,hopeful
guilty,guilty
prepared,prepared
terrified,terrified
disgusted,disgusted
surprised,surprised
guilty,guilty
proud,proud
excited,surprised
disgusted,disgusted
hopeful,hopeful
angry,angry
sentimental,nostalgic
lonely,afraid
surprised,surprised
hopeful,sad
confident,hopeful
devastated,sad
surprised,faithful
surprised,nostalgic
proud,impressed
caring,caring
surprised,disappointed
afraid,surprised
annoyed,surprised
sentimental,nostalgic
impressed,proud
jealous,anxious
anxious,sad
annoyed,anxious
lonely,lonely
content,content
terrified,terrified
lonely,faithful
embarrassed,terrified
content,content
disappointed,jealous
proud,surprised
guilty,guilty
angry,angry
sentimental,embarrassed
content,caring
guilty,annoyed
guilty,guilty
proud,terrified
afraid,caring
trusting,apprehensive
annoyed,nostalgic
furious,annoyed
excited,proud
hopeful,angry
surprised,surprised
trusting,sentimental
devastated,devastated
joyful,surprised
sentimental,sentimental
annoyed,annoyed
excited,content
angry,devastated
lonely,terrified
devastated,sad
disappointed,angry
angry,annoyed
grateful,joyful
proud,content
joyful,content
embarrassed,embarrassed
anxious,excited
prepared,furious
faithful,trusting
terrified,terrified
joyful,content
angry,angry
afraid,terrified
guilty,annoyed
content,content
excited,surprised
hopeful,hopeful
guilty,guilty
trusting,surprised
proud,confident
disgusted,disgusted
confident,hopeful
anticipating,hopeful
anticipating,content
guilty,guilty
content,content
apprehensive,afraid
disgusted,disgusted
disgusted,disgusted
lonely,lonely
nostalgic,nostalgic
proud,proud
nostalgic,nostalgic
annoyed,angry
joyful,trusting
guilty,guilty
content,content
surprised,anticipating
impressed,impressed
jealous,lonely
embarrassed,terrified
apprehensive,caring
impressed,impressed
impressed,impressed
guilty,ashamed
caring,caring
proud,proud
devastated,disappointed
guilty,faithful
joyful,impressed
surprised,grateful
sentimental,jealous
proud,proud
lonely,lonely
proud,proud
apprehensive,anxious
lonely,lonely
guilty,trusting
proud,proud
jealous,ashamed
anticipating,sad
angry,guilty
sentimental,caring
excited,nostalgic
devastated,disappointed
grateful,confident
faithful,hopeful
embarrassed,embarrassed
guilty,content
afraid,apprehensive
sad,sad
ashamed,guilty
apprehensive,apprehensive
disgusted,disgusted
surprised,surprised
terrified,anxious
guilty,guilty
jealous,jealous
devastated,afraid
excited,excited
disappointed,anxious
confident,trusting
joyful,hopeful
anticipating,terrified
angry,jealous
hopeful,hopeful
content,furious
jealous,devastated
afraid,prepared
disappointed,surprised
guilty,anticipating
surprised,joyful
surprised,surprised
afraid,terrified
proud,proud
anxious,anxious
hopeful,jealous
surprised,jealous
afraid,afraid
disappointed,disappointed
apprehensive,jealous
trusting,trusting
joyful,surprised
sad,devastated
annoyed,disgusted
jealous,jealous
apprehensive,disappointed
disappointed,angry
furious,disappointed
confident,confident
content,prepared
nostalgic,nostalgic
anticipating,anticipating
furious,angry
impressed,impressed
ashamed,grateful
surprised,impressed
disgusted,disgusted
impressed,joyful
disgusted,disgusted
angry,annoyed
annoyed,annoyed
surprised,lonely
joyful,joyful
sad,sad
devastated,devastated
afraid,afraid
sad,sad
nostalgic,nostalgic
disgusted,disgusted
devastated,apprehensive
guilty,guilty
anxious,terrified
annoyed,annoyed
embarrassed,embarrassed
hopeful,surprised
hopeful,disappointed
furious,furious
surprised,surprised
proud,proud
devastated,guilty
ashamed,surprised
terrified,content
jealous,jealous
angry,hopeful
anticipating,lonely
trusting,trusting
impressed,impressed
confident,confident
excited,surprised
annoyed,annoyed
annoyed,devastated
afraid,terrified
ashamed,ashamed
hopeful,hopeful
nostalgic,nostalgic
content,content
sentimental,sad
angry,furious
confident,excited
grateful,impressed
nostalgic,lonely
faithful,caring
nostalgic,excited
trusting,grateful
embarrassed,faithful
impressed,proud
terrified,terrified
afraid,terrified
afraid,anxious
confident,confident
disappointed,disappointed
terrified,terrified
prepared,prepared
hopeful,hopeful
ashamed,guilty
disgusted,disgusted
devastated,sad
anxious,caring
caring,lonely
apprehensive,afraid
grateful,grateful
prepared,surprised
joyful,faithful
proud,confident
surprised,ashamed
confident,lonely
sentimental,proud
sad,caring
anticipating,lonely
caring,impressed
ashamed,lonely
caring,caring
impressed,impressed
hopeful,excited
surprised,jealous
anticipating,content
content,content
surprised,surprised
sentimental,sentimental
impressed,surprised
guilty,guilty
annoyed,annoyed
anticipating,excited
content,content
excited,hopeful
anxious,sad
prepared,hopeful
lonely,embarrassed
furious,terrified
disgusted,jealous
afraid,afraid
anticipating,hopeful
proud,proud
impressed,terrified
jealous,proud
content,content
apprehensive,apprehensive
guilty,guilty
apprehensive,anxious
prepared,excited
joyful,excited
